,X1,X2,X3,Y1,Y2,Y3,V1,V2,V3,alpha,lon,lat,scalarproduct_XY,sun,cluster,id_int,J00,J45,J90,J135,A00,A45,A90,A135
0,-0.5668505651040563,0.5822542362400439,0.5828039475001308,-0.5974797810582385,-0.7776212017405085,0.1957630655416056,-0.12120017325952531,-0.7586836972264415,0.6400855923739249,0.6637486932281549,2.3427903615370282,0.6221749717509386,0.0,-3.94482421875,0.0,3.0,0.33,0.0,0.67,1.0,0.6637486932281549,0.12164947016929337,0.9070476335667417,1.6924457969641902
1,-0.565177957454601,0.5849523630913513,0.5817255446697256,-0.5509560511879456,-0.792476413577447,0.26158853870690374,-0.09026106600915618,-0.7447611222102835,0.6611987680017031,0.6216862609182525,2.3390029970602004,0.6208485215194229,0.0,-3.831298828125,0.0,3.0,0.33,0.0,0.67,1.0,0.6216862609182525,0.16371190247919573,0.949110065876644,1.7345082292740923
2,-0.5629814710181076,0.6016572136423163,0.5666219732435831,-0.5746070680405737,-0.7777238680731215,0.2548966504040361,-0.11584417624058115,-0.7362715238733474,0.666696610134145,0.6281440270875311,2.322998327819413,0.6024003913258429,0.0,-3.2797622680664062,0.0,3.0,0.33,0.0,0.67,1.0,0.6281440270875311,0.1572541363099171,0.9426522997073654,1.7280504631048137
3,-0.5636352879914459,0.5975717110448772,0.5702835367514107,-0.2958095469680807,-0.7906288604926617,0.5360995400843152,0.052523527363598,-0.6630716467794057,0.7467109683877239,0.42987458011881735,2.3269776785139595,0.6068509809184285,0.0,-3.4157485961914062,0.0,3.0,0.33,0.0,0.67,1.0,0.42987458011881735,0.35552358327863093,1.1409217466760793,1.9263199100735275
4,-0.562671021455711,0.5999387300349214,0.5687484873105798,-0.6920822985136259,-0.718134939696798,0.07283062865836483,-0.2053596951730166,-0.7678624889293741,0.606806883360458,0.7410667844178258,2.324150245125729,0.6049834786187944,0.0,-3.3272323608398438,0.0,3.0,0.33,0.0,0.67,1.0,0.7410667844178258,0.04433137897962251,0.8297295423770709,1.615127705774519
5,-0.5652434120428582,0.5920103868384404,0.5744767941505972,-0.19166626843441395,-0.7715918456521821,0.6065559044865415,0.10988466883241438,-0.6361586437727504,0.7636933543699366,0.3680899419087652,2.33306887760342,0.6119647956267719,0.0,-3.6140365600585938,0.0,3.0,0.33,0.0,0.67,1.0,0.3680899419087652,0.41730822148868313,1.2027063848861315,1.9881045482835797
6,-0.5632913334794489,0.5952475363312588,0.5730473314818865,-0.6376509708216855,-0.7542288011100382,0.15665297630838795,-0.15793751267409706,-0.7583251693991739,0.6324544881222945,0.6892305509073328,2.3286182880108344,0.6102194663747774,0.0,-3.480377197265625,0.0,3.0,0.33,0.0,0.67,1.0,0.6892305509073328,0.09616761249011557,0.8815657758875639,1.6669639392850122
7,-0.567209109225787,0.584538152660613,0.5801628861754318,-0.7323822469509409,-0.6802013177811483,-0.030698723750024488,-0.2366911882970034,-0.7904263603807097,0.5649809290567754,0.8042477512769202,2.341149752040154,0.6189286593422292,0.0,-3.8790512084960938,0.0,3.0,0.33,0.0,0.67,1.0,0.8042477512769202,0.01884958787947184,0.7665485755179765,1.5519467389154247
8,-0.5659365364201531,0.587273929622571,0.5786407938699312,-0.5548134783502165,-0.7904371814219845,0.25959789380232373,-0.09440554998795642,-0.7433965464703147,0.6621549417073626,0.6234316301176632,2.3376940001212048,0.6170611570425951,0.0,-3.771575927734375,0.0,3.0,0.33,0.0,0.67,1.0,0.6234316301176632,0.16196653327978505,0.9473646966772333,1.7327628600746816
9,-0.564030781745552,0.589956450585838,0.5777721554866253,-0.5549376742264207,-0.7889434522277537,0.26384163225526974,-0.09569046341682319,-0.7416738823328823,0.6638999830368604,0.6208136096080609,2.333732102719178,0.6159965061988786,-0.0,-3.6560745239257812,0.0,3.0,0.33,0.0,0.67,1.0,0.6208136096080609,0.16458455378938747,0.9499827171868358,1.735380880584284
